Cafe Name,Outdoor Seating,Indoor Seating,Latitude,Longitude,Orientation,Date,Day of Year,Time of Day,Sunrise Time,Sunset Time,Solar Angle (°),Temperature (°C),Humidity (%),Cloud Cover (%),Sunshine Duration (min),Wind Speed (km/h),Weather Condition,Is Cloudy,Sunlight Status
Loft Coffee,No,No,49.394034,8.668774,North,2025-02-01,32,19:00,04:15,22:14,17.13,19.0,42,43,13,3.8,Fog,No,Sunny
Cafe de Muse,No,Yes,49.402367,8.67639,South,2023-06-30,181,11:15,05:59,20:30,85.71,10.2,73,51,16,6.4,Rain,Yes,Shady
Cafe Crema,Yes,Yes,49.398245,8.676396,East,2025-05-28,148,12:15,05:54,20:35,82.89,13.4,85,44,24,12.2,Clear,No,Sunny
Brook Espresso,No,No,49.395563,8.676677,South,2025-05-03,123,17:45,05:39,20:50,15.71,21.2,41,80,0,13.5,Clear,Yes,Shady
Berlin Beans,Yes,Yes,49.403289,8.669865,East,2024-09-12,256,13:45,05:07,21:22,9.71,15.7,83,69,0,4.0,Clear,Yes,Shady
Fern Beans,Yes,Yes,49.39631,8.672342,West,2025-03-01,60,20:00,04:39,21:50,15.19,21.5,65,76,0,11.9,Rain,Yes,Sunny
Bloom Beans,Yes,Yes,49.392347,8.67473,South,2023-10-31,304,17:00,04:21,22:08,0.0,14.4,41,41,26,0.5,Fog,No,Shady
Crema Espresso,No,No,49.390967,8.672328,North,2024-09-24,268,14:00,04:55,21:34,0.0,16.2,57,77,0,12.0,Clear,Yes,Sunny
Bay Roasters,Yes,Yes,49.395464,8.673264,East,2025-03-09,68,10:00,04:46,21:43,0.0,12.7,70,31,31,11.9,Clear,No,Sunny
Cloud Espresso,Yes,Yes,49.398019,8.665329,East,2025-05-06,126,08:45,05:42,20:47,32.02,14.1,61,4,50,6.4,Rain,No,Sunny
Cafe Quay,No,Yes,49.394377,8.671599,West,2025-04-30,120,18:15,05:37,20:52,0.0,18.2,89,74,0,13.9,Fog,Yes,Sunny
Cafe de Hazel,No,Yes,49.393379,8.665572,North,2025-04-24,114,16:45,05:32,20:57,24.86,16.1,62,6,53,7.4,Rain,No,Shady
Porch Café,Yes,No,49.404878,8.668365,West,2023-12-19,353,11:45,04:00,22:29,0.0,16.5,82,77,0,7.3,Clear,Yes,Shady
Fog Brew House,No,No,49.401017,8.678201,South,2024-01-13,13,20:15,04:04,22:25,41.14,6.3,82,60,1,6.9,Clear,Yes,Shady
Dawn Coffee,Yes,No,49.3983,8.673943,West,2023-12-24,358,11:45,04:00,22:29,0.0,20.9,44,43,20,5.7,Clear,No,Shady
Barn Brew House,No,No,49.396769,8.665309,East,2023-10-05,278,16:15,04:44,21:45,0.0,14.8,53,1,63,14.3,Cloudy,No,Sunny
Cafe de Vine,Yes,No,49.391017,8.684256,East,2024-12-19,354,10:15,04:00,22:29,0.0,19.5,77,78,0,10.7,Clear,Yes,Sunny
Cafe de Pulse,Yes,No,49.395145,8.67105,North,2023-08-29,241,09:15,05:22,21:07,23.02,13.1,55,10,59,8.6,Clear,No,Sunny
Zephyr Coffee,Yes,No,49.399907,8.674975,North,2025-05-14,134,12:30,05:47,20:42,72.12,18.0,83,63,5,12.9,Rain,Yes,Sunny
Café Stream,No,No,49.394094,8.668997,South,2023-08-18,230,12:15,05:32,20:57,47.77,19.5,43,37,23,5.2,Rain,No,Sunny
Deer Coffee,No,No,49.406277,8.675007,South,2023-11-30,334,14:30,04:03,22:26,0.0,13.0,81,28,23,8.9,Clear,No,Sunny
Echo Roasters,Yes,No,49.401596,8.676334,North,2024-10-07,281,14:45,04:41,21:48,0.0,17.1,48,90,0,7.1,Clear,Yes,Sunny
Gallery Brew House,No,Yes,49.394759,8.67886,North,2023-09-27,270,11:30,04:53,21:36,0.0,15.1,50,37,25,12.3,Cloudy,No,Sunny
Amber Roasters,Yes,Yes,49.393216,8.667175,East,2024-05-11,132,10:30,05:46,20:43,60.82,13.7,84,77,0,10.6,Rain,Yes,Shady
Cafe Vienna,No,Yes,49.400358,8.680296,North,2024-01-31,31,11:00,04:14,22:15,0.0,19.8,84,100,0,2.1,Clear,Yes,Sunny
Nova Café,No,No,49.401007,8.67149,West,2024-04-09,100,19:15,05:19,21:10,0.0,11.7,64,29,34,5.2,Clear,No,Shady
Brew Roasters,Yes,Yes,49.405844,8.667743,East,2023-07-11,192,16:15,05:56,20:33,42.16,15.6,43,79,0,14.9,Cloudy,Yes,Sunny
Cliff Coffee,No,No,49.394159,8.670845,East,2025-05-24,144,06:45,05:53,20:36,0.0,23.3,53,46,11,8.9,Rain,No,Shady
Station Brew House,No,No,49.40277,8.666709,West,2025-05-07,127,12:30,05:42,20:47,65.13,17.4,67,93,0,10.8,Clear,Yes,Sunny
Cafe Cloud,Yes,Yes,49.396167,8.671356,North,2024-11-15,320,20:45,04:10,22:19,37.62,17.0,86,92,0,9.6,Clear,Yes,Sunny
Meadow Roasters,Yes,Yes,49.39365,8.67157,West,2024-05-02,123,19:30,05:39,20:50,0.0,12.5,66,15,52,4.3,Clear,No,Sunny
Quay Café,Yes,Yes,49.408117,8.682097,South,2024-10-07,281,08:30,04:41,21:48,0.0,13.7,55,25,33,10.7,Clear,No,Sunny
The Barn Cafe,No,No,49.396793,8.671691,West,2024-03-03,63,18:15,04:41,21:48,0.0,9.9,70,38,28,12.7,Clear,No,Shady
Café Rossi,No,No,49.397008,8.679985,East,2024-08-08,221,13:00,05:39,20:50,56.95,15.0,70,7,53,4.8,Cloudy,No,Sunny
Cafe Willow,No,Yes,49.399471,8.667342,East,2023-06-27,178,07:00,05:59,20:30,23.14,20.7,87,77,0,12.1,Cloudy,Yes,Sunny
River Roasters,No,No,49.400552,8.66896,West,2024-10-21,295,17:00,04:28,22:01,0.0,17.8,46,53,17,8.9,Cloudy,Yes,Shady
Soho Roasters,Yes,Yes,49.399638,8.670763,South,2023-08-21,233,06:00,05:29,21:00,0.0,6.2,66,86,0,5.2,Rain,Yes,Shady
Roast Brew House,Yes,Yes,49.411707,8.665242,West,2024-09-13,257,14:45,05:06,21:23,7.37,15.8,45,65,0,11.8,Rain,Yes,Sunny
Zurich Brew House,No,Yes,49.406206,8.677924,West,2024-03-16,76,16:00,04:55,21:34,0.0,23.8,49,69,0,7.7,Clear,Yes,Sunny
Cafe de Verse,No,No,49.404432,8.680306,West,2024-01-23,23,08:15,04:09,22:20,0.0,15.1,57,60,0,4.4,Clear,Yes,Sunny
Cafe de Vanilla,Yes,Yes,49.402978,8.675389,North,2023-11-19,323,14:45,04:08,22:21,0.0,14.9,80,100,0,1.5,Cloudy,Yes,Sunny
The Twilight Cafe,No,Yes,49.405544,8.673382,West,2024-07-02,184,14:30,05:58,20:31,76.07,17.9,90,75,0,5.5,Clear,Yes,Sunny
Café Silk,No,Yes,49.398397,8.671005,West,2023-11-08,312,13:00,04:15,22:14,0.0,20.8,85,50,1,12.7,Clear,No,Shady
The Muse Cafe,No,Yes,49.396279,8.669552,East,2023-06-25,176,16:00,05:59,20:30,44.85,11.2,64,59,0,3.8,Cloudy,Yes,Sunny
Alba Beans,No,No,49.394872,8.671141,North,2025-02-12,43,15:45,04:23,22:06,0.0,20.9,52,24,39,4.8,Clear,No,Sunny
Café Corner,No,No,49.388091,8.673529,South,2024-07-10,192,17:30,05:56,20:33,21.82,9.2,59,5,64,12.2,Rain,No,Sunny
Cafe de Nova,No,No,49.404061,8.674908,East,2024-11-25,330,20:45,04:05,22:24,41.29,11.9,73,36,18,8.5,Rain,No,Shady
Fern Espresso,Yes,Yes,49.401167,8.665311,North,2024-04-11,102,10:30,05:21,21:08,28.82,16.4,88,75,0,6.0,Rain,Yes,Shady
Deer Beans,No,No,49.403344,8.669546,South,2023-10-03,276,13:00,04:46,21:43,0.0,21.0,76,95,0,5.4,Rain,Yes,Sunny
The Espresso Cafe,No,No,49.395364,8.669254,East,2024-01-06,6,20:15,04:02,22:27,43.03,12.8,56,49,12,9.4,Clear,No,Sunny
Silk Café,No,No,49.39735,8.675752,East,2023-08-03,215,17:15,05:44,20:45,16.99,14.9,78,84,0,10.0,Clear,Yes,Shady
Sky Beans,No,No,49.39623,8.67286,East,2023-09-03,246,09:30,05:17,21:12,17.83,13.2,90,70,0,13.5,Cloudy,Yes,Sunny
Café Haze,Yes,Yes,49.397889,8.67934,South,2024-01-27,27,11:00,04:12,22:17,0.0,14.2,47,62,1,2.9,Clear,Yes,Sunny
Hill Brew House,No,No,49.407086,8.676603,North,2023-12-09,343,18:15,04:01,22:28,0.0,17.6,55,90,0,0.1,Rain,Yes,Sunny
Pine Espresso,Yes,No,49.404298,8.678554,North,2024-01-16,16,16:15,04:06,22:23,0.0,8.9,75,84,0,3.2,Rain,Yes,Sunny
Café Alcove,No,No,49.393761,8.66778,West,2025-05-22,142,13:45,05:52,20:37,76.14,27.5,77,58,0,8.7,Clear,Yes,Sunny
Cafe Alcove,Yes,Yes,49.404235,8.670122,North,2025-02-21,52,08:00,04:31,21:58,0.0,9.3,78,46,20,3.5,Fog,No,Sunny
Cliff Brew House,Yes,Yes,49.400705,8.684596,East,2023-08-07,219,11:45,05:41,20:48,59.18,20.0,41,85,0,10.0,Clear,Yes,Sunny
Cafe Zurich,Yes,Yes,49.400782,8.670443,South,2024-11-21,326,06:15,04:07,22:22,0.0,12.5,65,96,0,5.2,Clear,Yes,Sunny
Rain Roasters,Yes,Yes,49.394082,8.672827,North,2023-12-09,343,12:30,04:01,22:28,0.0,15.6,60,31,23,1.6,Cloudy,No,Sunny
Marble Roasters,Yes,No,49.39618,8.673011,East,2024-09-05,249,10:30,05:14,21:15,17.95,12.9,88,80,0,1.1,Clear,Yes,Sunny
Cafe Velvet,Yes,Yes,49.399764,8.670905,South,2024-05-29,150,10:30,05:55,20:34,72.79,10.9,64,72,0,5.9,Clear,Yes,Sunny
Cafe de Mist,Yes,No,49.402573,8.670168,East,2023-11-11,315,07:15,04:13,22:16,0.0,18.6,41,10,49,2.6,Rain,No,Shady
The Soho Cafe,Yes,Yes,49.404814,8.671503,North,2023-06-19,170,18:45,05:59,20:30,0.0,17.4,57,59,1,12.1,Cloudy,Yes,Sunny
Meadow Beans,No,No,49.39802,8.672459,North,2024-07-20,202,12:15,05:52,20:37,77.68,12.7,64,53,12,13.8,Clear,Yes,Sunny
Mist Espresso,Yes,Yes,49.401035,8.673568,North,2024-06-13,165,16:00,05:59,20:30,44.74,17.3,73,40,17,1.9,Clear,No,Sunny
The Caramel Cafe,No,Yes,49.391673,8.669901,East,2024-03-04,64,11:45,04:42,21:47,0.0,8.7,45,57,10,8.1,Clear,Yes,Sunny
The Macchiato Cafe,Yes,No,49.406387,8.673426,North,2024-08-03,216,20:15,05:43,20:46,0.0,16.8,65,99,0,7.3,Clear,Yes,Sunny
Cafe de Alba,Yes,Yes,49.409634,8.676257,East,2024-06-04,156,06:15,05:57,20:32,0.0,15.3,78,82,0,9.5,Clear,Yes,Shady
The Nest Cafe,No,No,49.401022,8.669202,North,2025-01-27,27,08:45,04:12,22:17,0.0,11.8,75,38,20,13.5,Clear,No,Sunny
Cafe Moss,No,Yes,49.399941,8.670465,South,2023-12-12,346,19:30,04:00,22:29,23.09,13.6,61,59,0,8.5,Cloudy,Yes,Sunny
Café Hill,No,No,49.401895,8.672926,East,2024-06-25,177,10:30,05:59,20:30,77.56,17.2,41,84,0,2.7,Cloudy,Yes,Shady
The Brook Cafe,No,No,49.397646,8.669686,West,2024-05-05,126,13:15,05:42,20:47,61.87,12.8,62,1,49,7.8,Clear,No,Sunny
Oak Café,No,Yes,49.397825,8.678286,East,2024-12-18,353,08:45,04:00,22:29,0.0,7.1,72,15,42,2.6,Clear,No,Sunny
Valley Coffee,No,No,49.399569,8.66938,North,2024-02-05,36,08:30,04:18,22:11,0.0,10.5,56,46,15,5.4,Rain,No,Sunny
Cafe Breeze,Yes,Yes,49.397628,8.670784,South,2024-07-30,212,11:15,05:46,20:43,66.41,17.4,41,61,0,0.5,Clear,Yes,Sunny
Zurich Beans,Yes,No,49.404083,8.673189,South,2025-04-16,106,12:00,05:25,21:04,38.95,18.5,59,49,10,1.9,Clear,No,Sunny
Den Coffee,No,No,49.397308,8.675475,East,2024-10-08,282,08:30,04:40,21:49,0.0,16.9,69,11,54,1.7,Clear,No,Sunny
Cafe de Onyx,No,Yes,49.397198,8.674326,North,2023-06-23,174,17:00,05:59,20:30,23.27,12.3,89,41,19,11.9,Clear,No,Sunny
Loft Roasters,No,Yes,49.400311,8.671893,South,2024-07-29,211,13:15,05:46,20:43,67.36,15.9,85,25,38,9.3,Rain,No,Shady
Quay Café,No,Yes,49.397163,8.667623,South,2025-04-01,91,18:30,05:10,21:19,0.0,19.5,69,60,2,9.5,Cloudy,Yes,Sunny
Café Cloud,Yes,Yes,49.389452,8.663643,South,2024-11-25,330,13:30,04:05,22:24,0.0,13.4,62,87,0,3.1,Clear,Yes,Sunny
Cliff Roasters,Yes,Yes,49.405163,8.677826,East,2023-07-23,204,14:30,05:51,20:38,65.88,17.1,83,96,0,9.7,Clear,Yes,Sunny
The Brook Cafe,No,No,49.393357,8.674477,East,2025-01-12,12,07:30,04:04,22:25,0.0,14.7,40,58,7,0.5,Clear,Yes,Sunny
Mist Café,Yes,Yes,49.396999,8.670842,South,2023-10-15,288,13:30,04:35,21:54,0.0,16.7,83,96,0,3.3,Clear,Yes,Sunny
Quay Beans,Yes,No,49.393061,8.673395,East,2024-04-25,116,15:15,05:34,20:55,36.96,20.1,59,27,36,4.8,Rain,No,Sunny
River Roasters,Yes,Yes,49.401411,8.672086,North,2023-07-03,184,17:30,05:58,20:31,22.73,14.4,66,96,0,9.5,Fog,Yes,Shady
Indigo Brew House,No,No,49.396707,8.671055,East,2024-05-13,134,16:15,05:47,20:42,36.06,9.1,85,85,0,12.9,Clear,Yes,Sunny
Café Zurich,Yes,Yes,49.394797,8.66682,West,2025-04-26,116,11:30,05:34,20:55,50.49,15.3,79,99,0,11.9,Clear,Yes,Shady
The Cinnamon Cafe,Yes,No,49.393062,8.67559,West,2024-08-15,228,07:00,05:34,20:55,13.03,9.3,63,85,0,12.3,Clear,Yes,Sunny
Obsidian Coffee,No,No,49.401405,8.662272,North,2023-08-19,231,19:45,05:31,20:58,0.0,10.0,69,62,3,14.6,Rain,Yes,Sunny
Moss Coffee,No,Yes,49.404802,8.663612,East,2023-12-05,339,06:15,04:02,22:27,0.0,4.5,44,77,0,7.7,Rain,Yes,Shady
Aurora Coffee,No,Yes,49.397854,8.664247,East,2024-07-27,209,19:30,05:48,20:41,0.0,11.5,61,27,31,6.1,Fog,No,Shady
The Rain Cafe,Yes,No,49.404212,8.676471,East,2024-03-01,61,08:15,04:39,21:50,0.0,14.3,88,33,36,5.1,Cloudy,No,Shady
Mochi Espresso,Yes,Yes,49.399578,8.668967,West,2025-02-03,34,20:30,04:16,22:13,32.02,10.0,69,26,33,5.3,Rain,No,Sunny
Echo Coffee,No,No,49.401566,8.671353,North,2023-09-23,266,08:45,04:57,21:32,0.0,21.4,78,57,0,0.0,Cloudy,Yes,Sunny
Hazel Espresso,No,Yes,49.393339,8.664474,South,2023-12-10,344,17:00,04:00,22:29,0.0,14.6,60,29,30,2.7,Rain,No,Shady
Brook Beans,Yes,Yes,49.395204,8.672639,East,2023-07-16,197,06:15,05:54,20:35,0.0,15.3,81,62,0,0.5,Clear,Yes,Shady
Den Brew House,No,No,49.394733,8.670948,North,2023-08-07,219,07:15,05:41,20:48,15.86,16.0,80,38,18,9.3,Fog,No,Sunny
Hearth Roasters,Yes,No,49.401442,8.668027,West,2023-11-10,314,12:15,04:14,22:15,0.0,13.4,42,93,0,13.7,Cloudy,Yes,Sunny
Café Atelier,No,No,49.405846,8.682863,West,2023-12-11,345,06:00,04:00,22:29,0.0,13.5,47,50,7,11.4,Clear,No,Shady
Quay Café,No,No,49.404129,8.680464,North,2024-09-28,272,12:30,04:50,21:39,0.0,22.5,70,100,0,2.2,Clear,Yes,Sunny
Cafe Cabin,Yes,Yes,49.400304,8.666158,South,2023-08-26,238,14:45,05:25,21:04,31.91,17.6,59,17,43,8.6,Cloudy,No,Sunny
Studio Roasters,Yes,Yes,49.398526,8.671396,North,2024-07-07,189,09:15,05:57,20:32,60.69,15.4,58,33,37,5.8,Fog,No,Sunny
Cafe Breeze,No,No,49.395892,8.665456,East,2023-10-02,275,10:15,04:47,21:42,0.0,12.8,55,81,0,14.6,Clear,Yes,Shady
Pulse Espresso,Yes,No,49.396847,8.656096,South,2023-09-27,270,06:15,04:53,21:36,0.0,14.4,57,9,43,9.0,Fog,No,Sunny
Moss Espresso,No,No,49.395425,8.665768,South,2024-08-14,227,11:30,05:35,20:54,49.88,15.8,90,78,0,5.6,Clear,Yes,Shady
Cafe Dawn,Yes,Yes,49.397716,8.688281,North,2023-09-05,248,18:30,05:15,21:14,0.0,18.9,41,32,19,3.2,Clear,No,Sunny
Marble Espresso,No,No,49.397301,8.674892,West,2025-02-24,55,17:30,04:34,21:55,0.0,13.1,59,51,13,8.4,Rain,Yes,Sunny
Echo Beans,No,Yes,49.401289,8.675725,North,2025-03-20,79,18:30,04:58,21:31,0.0,8.8,86,78,0,4.3,Clear,Yes,Sunny
Obsidian Beans,No,Yes,49.395801,8.67147,South,2023-07-13,194,15:30,05:55,20:34,58.82,20.6,71,48,9,12.5,Rain,No,Sunny
Quay Beans,No,No,49.400041,8.670078,North,2025-01-04,4,16:45,04:01,22:28,0.0,15.1,60,51,0,14.3,Cloudy,Yes,Sunny
Cafe de Bean,No,Yes,49.395072,8.679835,North,2024-02-06,37,10:15,04:18,22:11,0.0,13.7,87,68,0,6.6,Rain,Yes,Sunny
Zurich Café,No,Yes,49.399139,8.672433,North,2024-11-07,312,09:45,04:15,22:14,0.0,15.4,44,12,55,0.3,Clear,No,Shady
Pulse Espresso,Yes,Yes,49.403908,8.668867,South,2024-06-08,160,18:15,05:58,20:31,0.0,13.9,58,74,0,14.9,Clear,Yes,Shady
Alba Roasters,Yes,Yes,49.399755,8.677324,East,2025-05-03,123,18:00,05:39,20:50,0.0,10.7,66,23,36,0.5,Cloudy,No,Sunny
Cabin Café,Yes,No,49.408295,8.673168,North,2024-11-06,311,15:15,04:16,22:13,0.0,16.3,64,73,0,4.6,Clear,Yes,Sunny
Verse Café,No,No,49.39686,8.671356,South,2025-02-05,36,17:15,04:18,22:11,0.0,20.6,68,45,9,2.9,Clear,No,Sunny
The Sun Cafe,No,No,49.397825,8.661788,North,2024-09-12,256,18:15,05:07,21:22,0.0,10.9,88,51,4,8.6,Clear,Yes,Sunny
Obsidian Roasters,No,No,49.404066,8.668197,North,2024-09-14,258,20:45,05:05,21:24,0.0,12.3,78,42,18,8.6,Clear,No,Shady
Barn Café,Yes,No,49.399056,8.668489,North,2024-03-11,71,17:30,04:49,21:40,0.0,16.0,43,98,0,7.2,Clear,Yes,Sunny
Espresso Espresso,No,No,49.397747,8.677314,North,2024-03-10,70,15:15,04:48,21:41,0.0,14.3,72,14,43,7.7,Clear,No,Sunny
Café Macchiato,No,No,49.400401,8.676831,South,2024-02-09,40,13:30,04:21,22:08,0.0,13.8,51,84,0,13.4,Fog,Yes,Shady
Brew Coffee,No,No,49.398915,8.673613,West,2023-06-01,152,06:45,05:56,20:33,0.0,16.7,50,53,14,5.2,Rain,Yes,Shady
Hazel Espresso,No,Yes,49.399322,8.661524,North,2025-03-19,78,16:30,04:57,21:32,0.0,6.2,57,76,0,2.0,Rain,Yes,Sunny
Cafe Twilight,No,No,49.401056,8.668814,West,2024-06-30,182,20:30,05:59,20:30,0.0,22.4,56,83,0,2.0,Clear,Yes,Shady
Pine Beans,No,Yes,49.399268,8.674859,East,2024-05-28,149,09:15,05:55,20:34,59.03,9.7,40,56,12,14.5,Clear,Yes,Shady
Vienna Coffee,No,No,49.401757,8.666654,South,2025-04-14,104,11:45,05:23,21:06,34.9,18.6,53,91,0,8.4,Clear,Yes,Sunny
Velvet Coffee,No,Yes,49.402685,8.673024,South,2023-10-17,290,08:45,04:33,21:56,0.0,16.3,81,1,52,3.8,Clear,No,Shady
Sun Roasters,Yes,No,49.394603,8.669032,North,2023-11-21,325,11:15,04:07,22:22,0.0,21.0,68,3,67,9.8,Clear,No,Sunny
Cliff Coffee,Yes,No,49.40058,8.679897,West,2024-09-20,264,07:15,04:59,21:30,0.0,15.6,81,76,0,11.3,Clear,Yes,Sunny
Café Bloom,No,Yes,49.399569,8.675777,North,2024-09-13,257,09:15,05:06,21:23,6.02,18.9,61,92,0,10.0,Clear,Yes,Sunny
Cafe Bloom,No,Yes,49.400426,8.671649,North,2025-05-20,140,12:45,05:51,20:38,77.29,10.9,54,92,0,1.1,Rain,Yes,Sunny
Cafe de Obsidian,No,Yes,49.401454,8.675338,North,2024-05-24,145,14:00,05:53,20:36,70.12,14.1,48,94,0,8.0,Clear,Yes,Shady
Cafe Petal,Yes,Yes,49.401513,8.663059,East,2024-04-19,110,11:30,05:28,21:01,42.93,19.9,78,47,14,9.8,Clear,No,Sunny
Vanilla Café,Yes,No,49.405142,8.672239,West,2025-05-25,145,13:45,05:53,20:36,78.21,23.9,49,35,16,10.9,Clear,No,Sunny
Cabin Brew House,No,No,49.401249,8.677883,South,2024-03-06,66,15:00,04:44,21:45,0.0,13.1,85,83,0,4.3,Clear,Yes,Sunny
Mist Roasters,No,Yes,49.397322,8.675658,South,2024-07-29,211,12:45,05:46,20:43,69.74,18.0,74,23,37,4.0,Clear,No,Sunny
Café Obsidian,No,Yes,49.397086,8.676736,South,2025-01-20,20,07:30,04:08,22:21,0.0,6.4,67,68,0,1.3,Clear,Yes,Shady
The Studio Cafe,Yes,No,49.397832,8.672612,South,2025-04-08,98,13:00,05:17,21:12,26.51,25.1,43,82,0,3.5,Cloudy,Yes,Sunny
Gallery Beans,No,Yes,49.400529,8.667872,South,2023-06-15,166,16:15,05:59,20:30,44.82,16.0,55,100,0,14.6,Clear,Yes,Sunny
Cinnamon Brew House,Yes,No,49.394321,8.679679,South,2023-07-05,186,15:30,05:58,20:31,61.6,15.3,68,53,0,5.5,Cloudy,Yes,Sunny
Lantern Roasters,No,No,49.397074,8.662429,East,2024-09-19,263,17:00,05:00,21:29,0.0,16.1,40,38,29,3.3,Rain,No,Sunny
Bloom Café,Yes,Yes,49.39867,8.683431,West,2024-02-09,40,10:45,04:21,22:08,0.0,9.5,69,95,0,14.7,Clear,Yes,Sunny
Cafe Indigo,No,No,49.393893,8.669658,West,2024-08-14,227,08:30,05:35,20:54,25.82,11.4,87,41,11,3.9,Cloudy,No,Shady
Barn Brew House,No,No,49.407244,8.667727,East,2023-08-03,215,06:45,05:44,20:45,0.0,18.7,45,61,9,9.6,Rain,Yes,Shady
Alba Coffee,Yes,Yes,49.389519,8.673785,South,2023-07-23,204,09:15,05:51,20:38,53.79,18.9,60,77,0,6.3,Rain,Yes,Sunny
Dawn Espresso,Yes,No,49.39544,8.67201,West,2023-09-25,268,16:30,04:55,21:34,0.0,20.8,41,82,0,0.0,Cloudy,Yes,Sunny
Borough Coffee,No,No,49.405215,8.670027,West,2025-02-11,42,07:15,04:22,22:07,0.0,13.5,54,16,53,5.2,Clear,No,Sunny
Barn Coffee,Yes,No,49.388686,8.674575,East,2024-01-22,22,06:45,04:09,22:20,0.0,13.2,74,54,5,13.9,Rain,Yes,Sunny
Depot Beans,No,Yes,49.400016,8.6741,South,2024-07-28,210,18:15,05:47,20:42,0.0,12.1,46,38,28,4.8,Rain,No,Sunny
Rock Café,Yes,Yes,49.393238,8.684545,North,2023-09-29,272,18:45,04:50,21:39,0.0,13.5,56,8,57,0.5,Clear,No,Sunny
Stream Brew House,No,Yes,49.400874,8.675457,East,2024-04-03,94,08:00,05:13,21:16,10.74,6.8,47,97,0,8.2,Cloudy,Yes,Sunny
Cafe de Mont,Yes,Yes,49.405644,8.665549,North,2024-07-31,213,17:15,05:45,20:44,17.53,9.7,85,65,2,6.7,Clear,Yes,Sunny
Cafe Grind,Yes,No,49.391682,8.668373,West,2023-12-18,352,17:00,04:00,22:29,0.0,10.8,52,51,15,14.4,Cloudy,Yes,Shady
Star Roasters,No,Yes,49.398099,8.674043,West,2023-08-07,219,15:15,05:41,20:48,43.32,13.4,48,66,0,3.6,Cloudy,Yes,Sunny
Breeze Espresso,No,No,49.40531,8.675046,South,2024-09-24,268,16:45,04:55,21:34,0.0,21.6,66,65,0,13.6,Cloudy,Yes,Shady
Elm Beans,Yes,Yes,49.397263,8.67294,West,2025-01-15,15,11:30,04:05,22:24,0.0,16.8,74,63,0,4.8,Cloudy,Yes,Shady
The Haven Cafe,No,No,49.399025,8.672829,East,2025-01-06,6,11:15,04:02,22:27,0.0,17.1,89,60,0,2.7,Fog,Yes,Sunny
Obsidian Beans,Yes,No,49.39476,8.668621,South,2023-11-07,311,20:45,04:16,22:13,33.35,13.6,57,9,43,6.8,Cloudy,No,Sunny
Maple Coffee,Yes,No,49.397415,8.681864,South,2024-12-30,365,10:30,04:00,22:29,0.0,15.2,43,86,0,12.0,Rain,Yes,Shady
Rossi Café,No,No,49.391378,8.668994,East,2024-08-18,231,17:00,05:31,20:58,12.02,11.3,46,28,27,2.4,Fog,No,Shady
Marble Coffee,No,Yes,49.396357,8.675477,West,2023-12-07,341,19:45,04:01,22:28,22.73,11.7,89,34,28,13.5,Cloudy,No,Shady
The Corner Cafe,No,Yes,49.401197,8.66543,South,2025-04-19,109,11:15,05:28,21:01,41.62,21.9,41,89,0,14.6,Clear,Yes,Sunny
Berg Beans,Yes,No,49.395205,8.679064,West,2024-11-03,308,15:30,04:18,22:11,0.0,19.1,80,82,0,9.3,Rain,Yes,Sunny
Hill Coffee,Yes,No,49.38726,8.680593,West,2024-06-17,169,19:30,05:59,20:30,0.0,11.4,66,98,0,1.2,Clear,Yes,Shady
Oak Roasters,Yes,Yes,49.40501,8.673487,North,2024-04-11,102,09:30,05:21,21:08,23.53,7.0,56,18,35,0.7,Fog,No,Sunny
Dawn Beans,No,Yes,49.39813,8.675817,East,2023-08-25,237,12:30,05:26,21:03,38.25,12.4,81,82,0,5.0,Clear,Yes,Shady
Cafe de Vine,Yes,Yes,49.400234,8.671698,North,2025-03-06,65,16:45,04:43,21:46,0.0,15.6,64,43,27,12.1,Clear,No,Sunny
The Haven Cafe,No,No,49.401808,8.669591,North,2023-09-11,254,15:15,05:09,21:20,9.28,17.4,40,63,0,1.3,Clear,Yes,Sunny
Cafe Macchiato,No,Yes,49.397511,8.670291,East,2024-03-20,80,13:45,04:59,21:30,0.0,21.7,85,8,49,9.7,Rain,No,Shady
The Bay Cafe,Yes,Yes,49.401244,8.674124,West,2025-01-12,12,14:00,04:04,22:25,0.0,17.4,47,30,31,6.5,Clear,No,Sunny
The Marble Cafe,No,No,49.40243,8.673246,South,2023-08-10,222,16:15,05:39,20:50,28.89,14.5,88,78,0,2.6,Rain,Yes,Sunny
Cafe de Chalet,Yes,Yes,49.395547,8.662848,South,2025-03-24,83,14:30,05:02,21:27,4.02,20.8,65,47,20,11.9,Clear,No,Sunny
Café Chalet,No,No,49.399278,8.660602,South,2024-04-13,104,11:00,05:23,21:06,34.9,22.3,70,68,0,10.2,Cloudy,Yes,Sunny
Harbor Espresso,Yes,No,49.395673,8.665489,East,2025-03-06,65,06:30,04:43,21:46,0.0,9.4,59,96,0,6.3,Clear,Yes,Shady
Hill Café,No,No,49.40542,8.670472,East,2024-12-15,350,10:45,04:00,22:29,0.0,10.7,41,29,33,0.7,Cloudy,No,Sunny
River Coffee,No,Yes,49.405126,8.672786,South,2024-05-02,123,14:00,05:39,20:50,52.57,17.3,65,80,0,11.1,Cloudy,Yes,Sunny
Cafe Rain,Yes,Yes,49.393967,8.67674,North,2023-07-01,182,15:00,05:59,20:30,62.55,13.6,43,17,33,10.6,Clear,No,Sunny
